,userId,COURSENAME,TECHSTACK,skills,combined
35,Employee_130,"Certified ScrumMaster (CSM), Certified ScrumMaster (CSM), CompTIA Cloud+, CompTIA Cloud+, Microsoft Certified: Dynamics 365 Fundamentals, Microsoft Certified: Dynamics 365 Fundamentals, Microsoft Certified: Azure Security Engineer Expert, Microsoft Certified: Azure Security Engineer Expert","Git, Prototyping, Objective-C, Git, Prototyping, Objective-C, DevOps, PostgreSQL, JavaScript, DevOps, PostgreSQL, JavaScript, Ruby, C#, Java, Ruby, C#, Java, MongoDB, Behavior-Driven Development, Product Management, MongoDB, Behavior-Driven Development, Product Management","Python, React","Certified ScrumMaster (CSM), Certified ScrumMaster (CSM), CompTIA Cloud+, CompTIA Cloud+, Microsoft Certified: Dynamics 365 Fundamentals, Microsoft Certified: Dynamics 365 Fundamentals, Microsoft Certified: Azure Security Engineer Expert, Microsoft Certified: Azure Security Engineer Expert Git, Prototyping, Objective-C, Git, Prototyping, Objective-C, DevOps, PostgreSQL, JavaScript, DevOps, PostgreSQL, JavaScript, Ruby, C#, Java, Ruby, C#, Java, MongoDB, Behavior-Driven Development, Product Management, MongoDB, Behavior-Driven Development, Product Management Python, React"
36,Employee_131,"GIAC Certified Intrusion Analyst (GCIA), Google Professional Security Engineer, ITIL Foundation Certification, Microsoft Certified: Dynamics 365 Finance Functional Consultant Associate","Cybersecurity, Prototyping, Cryptography, JavaScript, Data Visualization, Problem Solving, Artificial Intelligence, Documentation, CSS, Data Science, Continuous Deployment, Support",Artificial Intelligence,"GIAC Certified Intrusion Analyst (GCIA), Google Professional Security Engineer, ITIL Foundation Certification, Microsoft Certified: Dynamics 365 Finance Functional Consultant Associate Cybersecurity, Prototyping, Cryptography, JavaScript, Data Visualization, Problem Solving, Artificial Intelligence, Documentation, CSS, Data Science, Continuous Deployment, Support Artificial Intelligence"
37,Employee_132,"CompTIA Security+, CompTIA Security+, CompTIA Security+, CompTIA Security+, CompTIA Security+, Google Professional Network Engineer, Google Professional Network Engineer, Google Professional Network Engineer, Google Professional Network Engineer, Google Professional Network Engineer, Certified ScrumMaster (CSM), Certified ScrumMaster (CSM), Certified ScrumMaster (CSM), Certified ScrumMaster (CSM), Certified ScrumMaster (CSM)","Git, User Research, C#, Git, User Research, C#, Git, User Research, C#, Git, User Research, C#, Git, User Research, C#, CSS, PostgreSQL, JavaScript, CSS, PostgreSQL, JavaScript, CSS, PostgreSQL, JavaScript, CSS, PostgreSQL, JavaScript, CSS, PostgreSQL, JavaScript, Documentation, Prototyping, AWS, Documentation, Prototyping, AWS, Documentation, Prototyping, AWS, Documentation, Prototyping, AWS, Documentation, Prototyping, AWS","MongoDB, Kubernetes, GraphQL, Python, Agile Product Management","CompTIA Security+, CompTIA Security+, CompTIA Security+, CompTIA Security+, CompTIA Security+, Google Professional Network Engineer, Google Professional Network Engineer, Google Professional Network Engineer, Google Professional Network Engineer, Google Professional Network Engineer, Certified ScrumMaster (CSM), Certified ScrumMaster (CSM), Certified ScrumMaster (CSM), Certified ScrumMaster (CSM), Certified ScrumMaster (CSM) Git, User Research, C#, Git, User Research, C#, Git, User Research, C#, Git, User Research, C#, Git, User Research, C#, CSS, PostgreSQL, JavaScript, CSS, PostgreSQL, JavaScript, CSS, PostgreSQL, JavaScript, CSS, PostgreSQL, JavaScript, CSS, PostgreSQL, JavaScript, Documentation, Prototyping, AWS, Documentation, Prototyping, AWS, Documentation, Prototyping, AWS, Documentation, Prototyping, AWS, Documentation, Prototyping, AWS MongoDB, Kubernetes, GraphQL, Python, Agile Product Management"
38,Employee_133,"Microsoft Certified: Teams Administrator Associate, Microsoft Certified: Teams Administrator Associate, Microsoft Certified: Teams Administrator Associate, Microsoft Certified: Teams Administrator Associate, Microsoft Certified: Teams Administrator Associate, CompTIA Project+, CompTIA Project+, CompTIA Project+, CompTIA Project+, CompTIA Project+, CompTIA Network+, CompTIA Network+, CompTIA Network+, CompTIA Network+, CompTIA Network+, GIAC Certified Forensic Examiner (GCFE), GIAC Certified Forensic Examiner (GCFE), GIAC Certified Forensic Examiner (GCFE), GIAC Certified Forensic Examiner (GCFE), GIAC Certified Forensic Examiner (GCFE)","Artificial Intelligence, Cybersecurity, Kubernetes, Artificial Intelligence, Cybersecurity, Kubernetes, Artificial Intelligence, Cybersecurity, Kubernetes, Artificial Intelligence, Cybersecurity, Kubernetes, Artificial Intelligence, Cybersecurity, Kubernetes, Java, Containerization, Information Security, Java, Containerization, Information Security, Java, Containerization, Information Security, Java, Containerization, Information Security, Java, Containerization, Information Security, Azure, React, Cybersecurity, Azure, React, Cybersecurity, Azure, React, Cybersecurity, Azure, React, Cybersecurity, Azure, React, Cybersecurity, React, User Stories, Python, React, User Stories, Python, React, User Stories, Python, React, User Stories, Python, React, User Stories, Python","Product Management, Communication, Artificial Intelligence, Data Visualization, Angular","Microsoft Certified: Teams Administrator Associate, Microsoft Certified: Teams Administrator Associate, Microsoft Certified: Teams Administrator Associate, Microsoft Certified: Teams Administrator Associate, Microsoft Certified: Teams Administrator Associate, CompTIA Project+, CompTIA Project+, CompTIA Project+, CompTIA Project+, CompTIA Project+, CompTIA Network+, CompTIA Network+, CompTIA Network+, CompTIA Network+, CompTIA Network+, GIAC Certified Forensic Examiner (GCFE), GIAC Certified Forensic Examiner (GCFE), GIAC Certified Forensic Examiner (GCFE), GIAC Certified Forensic Examiner (GCFE), GIAC Certified Forensic Examiner (GCFE) Artificial Intelligence, Cybersecurity, Kubernetes, Artificial Intelligence, Cybersecurity, Kubernetes, Artificial Intelligence, Cybersecurity, Kubernetes, Artificial Intelligence, Cybersecurity, Kubernetes, Artificial Intelligence, Cybersecurity, Kubernetes, Java, Containerization, Information Security, Java, Containerization, Information Security, Java, Containerization, Information Security, Java, Containerization, Information Security, Java, Containerization, Information Security, Azure, React, Cybersecurity, Azure, React, Cybersecurity, Azure, React, Cybersecurity, Azure, React, Cybersecurity, Azure, React, Cybersecurity, React, User Stories, Python, React, User Stories, Python, React, User Stories, Python, React, User Stories, Python, React, User Stories, Python Product Management, Communication, Artificial Intelligence, Data Visualization, Angular"
39,Employee_134,"Microsoft Certified: Azure Administrator Associate, Microsoft Certified: Azure Administrator Associate, Microsoft Certified: Azure Administrator Associate, Microsoft Certified: Azure Administrator Associate","UI/UX Design, Requirements Analysis, Wireframing, UI/UX Design, Requirements Analysis, Wireframing, UI/UX Design, Requirements Analysis, Wireframing, UI/UX Design, Requirements Analysis, Wireframing","RESTful API, PHP, SQL, Behavior-Driven Development","Microsoft Certified: Azure Administrator Associate, Microsoft Certified: Azure Administrator Associate, Microsoft Certified: Azure Administrator Associate, Microsoft Certified: Azure Administrator Associate UI/UX Design, Requirements Analysis, Wireframing, UI/UX Design, Requirements Analysis, Wireframing, UI/UX Design, Requirements Analysis, Wireframing, UI/UX Design, Requirements Analysis, Wireframing RESTful API, PHP, SQL, Behavior-Driven Development"
40,Employee_135,"Microsoft Certified: Azure Data Scientist Associate, Microsoft Certified: Azure AI Engineer Expert, AWS Certified SysOps Administrator  Associate, Microsoft Certified: Dynamics 365 Field Service Functional Consultant Associate","SQL, JavaScript, MySQL, Continuous Integration, Documentation, Python, Agile Methodologies, User Research, Kotlin, Behavior-Driven Development, Data Science, MySQL",.NET,"Microsoft Certified: Azure Data Scientist Associate, Microsoft Certified: Azure AI Engineer Expert, AWS Certified SysOps Administrator  Associate, Microsoft Certified: Dynamics 365 Field Service Functional Consultant Associate SQL, JavaScript, MySQL, Continuous Integration, Documentation, Python, Agile Methodologies, User Research, Kotlin, Behavior-Driven Development, Data Science, MySQL .NET"
41,Employee_136,"Microsoft Certified: Power Platform App Maker Associate, Microsoft Certified: Power Platform App Maker Associate, Microsoft Certified: Power Platform App Maker Associate, Microsoft Certified: Azure Security Engineer Expert, Microsoft Certified: Azure Security Engineer Expert, Microsoft Certified: Azure Security Engineer Expert, Certified Analytics Professional (CAP), Certified Analytics Professional (CAP), Certified Analytics Professional (CAP), Certified Network Defender (CND), Certified Network Defender (CND), Certified Network Defender (CND), Google Professional Database Administrator, Google Professional Database Administrator, Google Professional Database Administrator","Data Science, Documentation, Cryptography, Data Science, Documentation, Cryptography, Data Science, Documentation, Cryptography, Django, RESTful API, GraphQL, Django, RESTful API, GraphQL, Django, RESTful API, GraphQL, Agile Product Management, User Stories, DevOps, Agile Product Management, User Stories, DevOps, Agile Product Management, User Stories, DevOps, Continuous Integration, Scrum, Google Cloud Platform, Continuous Integration, Scrum, Google Cloud Platform, Continuous Integration, Scrum, Google Cloud Platform, Angular, PHP, Continuous Deployment, Angular, PHP, Continuous Deployment, Angular, PHP, Continuous Deployment","Technical Writing, Continuous Integration, Python","Microsoft Certified: Power Platform App Maker Associate, Microsoft Certified: Power Platform App Maker Associate, Microsoft Certified: Power Platform App Maker Associate, Microsoft Certified: Azure Security Engineer Expert, Microsoft Certified: Azure Security Engineer Expert, Microsoft Certified: Azure Security Engineer Expert, Certified Analytics Professional (CAP), Certified Analytics Professional (CAP), Certified Analytics Professional (CAP), Certified Network Defender (CND), Certified Network Defender (CND), Certified Network Defender (CND), Google Professional Database Administrator, Google Professional Database Administrator, Google Professional Database Administrator Data Science, Documentation, Cryptography, Data Science, Documentation, Cryptography, Data Science, Documentation, Cryptography, Django, RESTful API, GraphQL, Django, RESTful API, GraphQL, Django, RESTful API, GraphQL, Agile Product Management, User Stories, DevOps, Agile Product Management, User Stories, DevOps, Agile Product Management, User Stories, DevOps, Continuous Integration, Scrum, Google Cloud Platform, Continuous Integration, Scrum, Google Cloud Platform, Continuous Integration, Scrum, Google Cloud Platform, Angular, PHP, Continuous Deployment, Angular, PHP, Continuous Deployment, Angular, PHP, Continuous Deployment Technical Writing, Continuous Integration, Python"
42,Employee_137,"Microsoft Certified: Azure Data Fundamentals, Microsoft Certified: Azure Data Fundamentals, Microsoft Certified: Azure Data Fundamentals, Microsoft Certified: Azure Data Fundamentals, Microsoft Certified: Azure Data Fundamentals, Microsoft Certified: Dynamics 365 Finance and Operations Apps Developer Associate, Microsoft Certified: Dynamics 365 Finance and Operations Apps Developer Associate, Microsoft Certified: Dynamics 365 Finance and Operations Apps Developer Associate, Microsoft Certified: Dynamics 365 Finance and Operations Apps Developer Associate, Microsoft Certified: Dynamics 365 Finance and Operations Apps Developer Associate, GIAC Certified Intrusion Analyst (GCIA), GIAC Certified Intrusion Analyst (GCIA), GIAC Certified Intrusion Analyst (GCIA), GIAC Certified Intrusion Analyst (GCIA), GIAC Certified Intrusion Analyst (GCIA), Microsoft Certified: Dynamics 365 Field Service Functional Consultant Associate, Microsoft Certified: Dynamics 365 Field Service Functional Consultant Associate, Microsoft Certified: Dynamics 365 Field Service Functional Consultant Associate, Microsoft Certified: Dynamics 365 Field Service Functional Consultant Associate, Microsoft Certified: Dynamics 365 Field Service Functional Consultant Associate","Prototyping, NoSQL, Continuous Deployment, Prototyping, NoSQL, Continuous Deployment, Prototyping, NoSQL, Continuous Deployment, Prototyping, NoSQL, Continuous Deployment, Prototyping, NoSQL, Continuous Deployment, SQL, Penetration Testing, Requirements Analysis, SQL, Penetration Testing, Requirements Analysis, SQL, Penetration Testing, Requirements Analysis, SQL, Penetration Testing, Requirements Analysis, SQL, Penetration Testing, Requirements Analysis, JavaScript, Microservices, Flask, JavaScript, Microservices, Flask, JavaScript, Microservices, Flask, JavaScript, Microservices, Flask, JavaScript, Microservices, Flask, Penetration Testing, Support, PostgreSQL, Penetration Testing, Support, PostgreSQL, Penetration Testing, Support, PostgreSQL, Penetration Testing, Support, PostgreSQL, Penetration Testing, Support, PostgreSQL","Azure, Python, PostgreSQL, Business Analysis, Artificial Intelligence","Microsoft Certified: Azure Data Fundamentals, Microsoft Certified: Azure Data Fundamentals, Microsoft Certified: Azure Data Fundamentals, Microsoft Certified: Azure Data Fundamentals, Microsoft Certified: Azure Data Fundamentals, Microsoft Certified: Dynamics 365 Finance and Operations Apps Developer Associate, Microsoft Certified: Dynamics 365 Finance and Operations Apps Developer Associate, Microsoft Certified: Dynamics 365 Finance and Operations Apps Developer Associate, Microsoft Certified: Dynamics 365 Finance and Operations Apps Developer Associate, Microsoft Certified: Dynamics 365 Finance and Operations Apps Developer Associate, GIAC Certified Intrusion Analyst (GCIA), GIAC Certified Intrusion Analyst (GCIA), GIAC Certified Intrusion Analyst (GCIA), GIAC Certified Intrusion Analyst (GCIA), GIAC Certified Intrusion Analyst (GCIA), Microsoft Certified: Dynamics 365 Field Service Functional Consultant Associate, Microsoft Certified: Dynamics 365 Field Service Functional Consultant Associate, Microsoft Certified: Dynamics 365 Field Service Functional Consultant Associate, Microsoft Certified: Dynamics 365 Field Service Functional Consultant Associate, Microsoft Certified: Dynamics 365 Field Service Functional Consultant Associate Prototyping, NoSQL, Continuous Deployment, Prototyping, NoSQL, Continuous Deployment, Prototyping, NoSQL, Continuous Deployment, Prototyping, NoSQL, Continuous Deployment, Prototyping, NoSQL, Continuous Deployment, SQL, Penetration Testing, Requirements Analysis, SQL, Penetration Testing, Requirements Analysis, SQL, Penetration Testing, Requirements Analysis, SQL, Penetration Testing, Requirements Analysis, SQL, Penetration Testing, Requirements Analysis, JavaScript, Microservices, Flask, JavaScript, Microservices, Flask, JavaScript, Microservices, Flask, JavaScript, Microservices, Flask, JavaScript, Microservices, Flask, Penetration Testing, Support, PostgreSQL, Penetration Testing, Support, PostgreSQL, Penetration Testing, Support, PostgreSQL, Penetration Testing, Support, PostgreSQL, Penetration Testing, Support, PostgreSQL Azure, Python, PostgreSQL, Business Analysis, Artificial Intelligence"
43,Employee_138,"Microsoft Certified: Azure AI Fundamentals, Microsoft Certified: Azure AI Fundamentals, Microsoft Certified: Azure AI Fundamentals, Microsoft Certified: Azure AI Fundamentals, Microsoft Certified: Azure AI Fundamentals, Microsoft Certified: Azure AI Fundamentals, Microsoft Certified: Azure AI Fundamentals, Microsoft Certified: Azure AI Fundamentals, Microsoft Certified: Dynamics 365 Finance and Operations Apps Developer Associate, Microsoft Certified: Dynamics 365 Finance and Operations Apps Developer Associate, Microsoft Certified: Dynamics 365 Finance and Operations Apps Developer Associate, Microsoft Certified: Dynamics 365 Finance and Operations Apps Developer Associate, Microsoft Certified: Dynamics 365 Finance and Operations Apps Developer Associate, Microsoft Certified: Dynamics 365 Finance and Operations Apps Developer Associate, Microsoft Certified: Dynamics 365 Finance and Operations Apps Developer Associate, Microsoft Certified: Dynamics 365 Finance and Operations Apps Developer Associate, CompTIA Network+, CompTIA Network+, CompTIA Network+, CompTIA Network+, CompTIA Network+, CompTIA Network+, CompTIA Network+, CompTIA Network+","Interaction Design, Flask, Kubernetes, Interaction Design, Flask, Kubernetes, Interaction Design, Flask, Kubernetes, Interaction Design, Flask, Kubernetes, Interaction Design, Flask, Kubernetes, Interaction Design, Flask, Kubernetes, Interaction Design, Flask, Kubernetes, Interaction Design, Flask, Kubernetes, Artificial Intelligence, MongoDB, CI/CD, Artificial Intelligence, MongoDB, CI/CD, Artificial Intelligence, MongoDB, CI/CD, Artificial Intelligence, MongoDB, CI/CD, Artificial Intelligence, MongoDB, CI/CD, Artificial Intelligence, MongoDB, CI/CD, Artificial Intelligence, MongoDB, CI/CD, Artificial Intelligence, MongoDB, CI/CD, Kotlin, Kubernetes, Leadership, Kotlin, Kubernetes, Leadership, Kotlin, Kubernetes, Leadership, Kotlin, Kubernetes, Leadership, Kotlin, Kubernetes, Leadership, Kotlin, Kubernetes, Leadership, Kotlin, Kubernetes, Leadership, Kotlin, Kubernetes, Leadership","MongoDB, UI/UX Design, Kotlin, Documentation, Vue.js, PHP, Artificial Intelligence, AWS","Microsoft Certified: Azure AI Fundamentals, Microsoft Certified: Azure AI Fundamentals, Microsoft Certified: Azure AI Fundamentals, Microsoft Certified: Azure AI Fundamentals, Microsoft Certified: Azure AI Fundamentals, Microsoft Certified: Azure AI Fundamentals, Microsoft Certified: Azure AI Fundamentals, Microsoft Certified: Azure AI Fundamentals, Microsoft Certified: Dynamics 365 Finance and Operations Apps Developer Associate, Microsoft Certified: Dynamics 365 Finance and Operations Apps Developer Associate, Microsoft Certified: Dynamics 365 Finance and Operations Apps Developer Associate, Microsoft Certified: Dynamics 365 Finance and Operations Apps Developer Associate, Microsoft Certified: Dynamics 365 Finance and Operations Apps Developer Associate, Microsoft Certified: Dynamics 365 Finance and Operations Apps Developer Associate, Microsoft Certified: Dynamics 365 Finance and Operations Apps Developer Associate, Microsoft Certified: Dynamics 365 Finance and Operations Apps Developer Associate, CompTIA Network+, CompTIA Network+, CompTIA Network+, CompTIA Network+, CompTIA Network+, CompTIA Network+, CompTIA Network+, CompTIA Network+ Interaction Design, Flask, Kubernetes, Interaction Design, Flask, Kubernetes, Interaction Design, Flask, Kubernetes, Interaction Design, Flask, Kubernetes, Interaction Design, Flask, Kubernetes, Interaction Design, Flask, Kubernetes, Interaction Design, Flask, Kubernetes, Interaction Design, Flask, Kubernetes, Artificial Intelligence, MongoDB, CI/CD, Artificial Intelligence, MongoDB, CI/CD, Artificial Intelligence, MongoDB, CI/CD, Artificial Intelligence, MongoDB, CI/CD, Artificial Intelligence, MongoDB, CI/CD, Artificial Intelligence, MongoDB, CI/CD, Artificial Intelligence, MongoDB, CI/CD, Artificial Intelligence, MongoDB, CI/CD, Kotlin, Kubernetes, Leadership, Kotlin, Kubernetes, Leadership, Kotlin, Kubernetes, Leadership, Kotlin, Kubernetes, Leadership, Kotlin, Kubernetes, Leadership, Kotlin, Kubernetes, Leadership, Kotlin, Kubernetes, Leadership, Kotlin, Kubernetes, Leadership MongoDB, UI/UX Design, Kotlin, Documentation, Vue.js, PHP, Artificial Intelligence, AWS"
44,Employee_139,"Google Professional Security Engineer, Google Professional Security Engineer","Node.js, Continuous Deployment, Product Management, Node.js, Continuous Deployment, Product Management","Data Analysis, Node.js","Google Professional Security Engineer, Google Professional Security Engineer Node.js, Continuous Deployment, Product Management, Node.js, Continuous Deployment, Product Management Data Analysis, Node.js"
45,Employee_14,"Certified Information Systems Security Professional (CISSP), Certified Information Systems Security Professional (CISSP), Certified Information Systems Security Professional (CISSP), Certified Information Systems Security Professional (CISSP)","Python, Support, Django, Python, Support, Django, Python, Support, Django, Python, Support, Django","Docker, Prototyping, Swift, Kubernetes","Certified Information Systems Security Professional (CISSP), Certified Information Systems Security Professional (CISSP), Certified Information Systems Security Professional (CISSP), Certified Information Systems Security Professional (CISSP) Python, Support, Django, Python, Support, Django, Python, Support, Django, Python, Support, Django Docker, Prototyping, Swift, Kubernetes"
46,Employee_140,"Microsoft Certified: Dynamics 365 Supply Chain Management Functional Consultant Associate, Microsoft Certified: Dynamics 365 Supply Chain Management Functional Consultant Associate, Microsoft Certified: Dynamics 365 Supply Chain Management Functional Consultant Associate, Microsoft Certified: Dynamics 365 Supply Chain Management Functional Consultant Associate, Microsoft Certified: Dynamics 365 Supply Chain Management Functional Consultant Associate, CompTIA Network+, CompTIA Network+, CompTIA Network+, CompTIA Network+, CompTIA Network+, Microsoft Certified: Dynamics 365 Customer Service Functional Consultant Associate, Microsoft Certified: Dynamics 365 Customer Service Functional Consultant Associate, Microsoft Certified: Dynamics 365 Customer Service Functional Consultant Associate, Microsoft Certified: Dynamics 365 Customer Service Functional Consultant Associate, Microsoft Certified: Dynamics 365 Customer Service Functional Consultant Associate, AWS Certified SysOps Administrator  Associate, AWS Certified SysOps Administrator  Associate, AWS Certified SysOps Administrator  Associate, AWS Certified SysOps Administrator  Associate, AWS Certified SysOps Administrator  Associate, Microsoft Certified: Dynamics 365 Fundamentals, Microsoft Certified: Dynamics 365 Fundamentals, Microsoft Certified: Dynamics 365 Fundamentals, Microsoft Certified: Dynamics 365 Fundamentals, Microsoft Certified: Dynamics 365 Fundamentals","Responsive Design, Swift, Git, Responsive Design, Swift, Git, Responsive Design, Swift, Git, Responsive Design, Swift, Git, Responsive Design, Swift, Git, Information Security, C#, Wireframing, Information Security, C#, Wireframing, Information Security, C#, Wireframing, Information Security, C#, Wireframing, Information Security, C#, Wireframing, Information Security, Objective-C, Python, Information Security, Objective-C, Python, Information Security, Objective-C, Python, Information Security, Objective-C, Python, Information Security, Objective-C, Python, Information Security, Prototyping, Data Visualization, Information Security, Prototyping, Data Visualization, Information Security, Prototyping, Data Visualization, Information Security, Prototyping, Data Visualization, Information Security, Prototyping, Data Visualization, PostgreSQL, Cybersecurity, UI/UX Design, PostgreSQL, Cybersecurity, UI/UX Design, PostgreSQL, Cybersecurity, UI/UX Design, PostgreSQL, Cybersecurity, UI/UX Design, PostgreSQL, Cybersecurity, UI/UX Design","GraphQL, Documentation, Scrum, Support, Angular","Microsoft Certified: Dynamics 365 Supply Chain Management Functional Consultant Associate, Microsoft Certified: Dynamics 365 Supply Chain Management Functional Consultant Associate, Microsoft Certified: Dynamics 365 Supply Chain Management Functional Consultant Associate, Microsoft Certified: Dynamics 365 Supply Chain Management Functional Consultant Associate, Microsoft Certified: Dynamics 365 Supply Chain Management Functional Consultant Associate, CompTIA Network+, CompTIA Network+, CompTIA Network+, CompTIA Network+, CompTIA Network+, Microsoft Certified: Dynamics 365 Customer Service Functional Consultant Associate, Microsoft Certified: Dynamics 365 Customer Service Functional Consultant Associate, Microsoft Certified: Dynamics 365 Customer Service Functional Consultant Associate, Microsoft Certified: Dynamics 365 Customer Service Functional Consultant Associate, Microsoft Certified: Dynamics 365 Customer Service Functional Consultant Associate, AWS Certified SysOps Administrator  Associate, AWS Certified SysOps Administrator  Associate, AWS Certified SysOps Administrator  Associate, AWS Certified SysOps Administrator  Associate, AWS Certified SysOps Administrator  Associate, Microsoft Certified: Dynamics 365 Fundamentals, Microsoft Certified: Dynamics 365 Fundamentals, Microsoft Certified: Dynamics 365 Fundamentals, Microsoft Certified: Dynamics 365 Fundamentals, Microsoft Certified: Dynamics 365 Fundamentals Responsive Design, Swift, Git, Responsive Design, Swift, Git, Responsive Design, Swift, Git, Responsive Design, Swift, Git, Responsive Design, Swift, Git, Information Security, C#, Wireframing, Information Security, C#, Wireframing, Information Security, C#, Wireframing, Information Security, C#, Wireframing, Information Security, C#, Wireframing, Information Security, Objective-C, Python, Information Security, Objective-C, Python, Information Security, Objective-C, Python, Information Security, Objective-C, Python, Information Security, Objective-C, Python, Information Security, Prototyping, Data Visualization, Information Security, Prototyping, Data Visualization, Information Security, Prototyping, Data Visualization, Information Security, Prototyping, Data Visualization, Information Security, Prototyping, Data Visualization, PostgreSQL, Cybersecurity, UI/UX Design, PostgreSQL, Cybersecurity, UI/UX Design, PostgreSQL, Cybersecurity, UI/UX Design, PostgreSQL, Cybersecurity, UI/UX Design, PostgreSQL, Cybersecurity, UI/UX Design GraphQL, Documentation, Scrum, Support, Angular"
47,Employee_141,"CompTIA Network+, CompTIA Network+, CompTIA Network+, CompTIA Network+, CompTIA Network+, CompTIA Network+, CompTIA Network+, CompTIA Network+, CompTIA Network+","Microservices, MongoDB, Communication, Microservices, MongoDB, Communication, Microservices, MongoDB, Communication, Microservices, MongoDB, Communication, Microservices, MongoDB, Communication, Microservices, MongoDB, Communication, Microservices, MongoDB, Communication, Microservices, MongoDB, Communication, Microservices, MongoDB, Communication","UI/UX Design, Cryptography, Statistical Analysis, Scrum, Collaboration, Information Security, Prototyping, Responsive Design, AWS","CompTIA Network+, CompTIA Network+, CompTIA Network+, CompTIA Network+, CompTIA Network+, CompTIA Network+, CompTIA Network+, CompTIA Network+, CompTIA Network+ Microservices, MongoDB, Communication, Microservices, MongoDB, Communication, Microservices, MongoDB, Communication, Microservices, MongoDB, Communication, Microservices, MongoDB, Communication, Microservices, MongoDB, Communication, Microservices, MongoDB, Communication, Microservices, MongoDB, Communication, Microservices, MongoDB, Communication UI/UX Design, Cryptography, Statistical Analysis, Scrum, Collaboration, Information Security, Prototyping, Responsive Design, AWS"
48,Employee_142,"AWS Certified DevOps Engineer  Professional, AWS Certified DevOps Engineer  Professional, AWS Certified DevOps Engineer  Professional, AWS Certified DevOps Engineer  Professional, Microsoft Certified: Power Platform Solution Architect Expert, Microsoft Certified: Power Platform Solution Architect Expert, Microsoft Certified: Power Platform Solution Architect Expert, Microsoft Certified: Power Platform Solution Architect Expert, Certified Information Systems Auditor (CISA), Certified Information Systems Auditor (CISA), Certified Information Systems Auditor (CISA), Certified Information Systems Auditor (CISA)","CI/CD, C#, Python, CI/CD, C#, Python, CI/CD, C#, Python, CI/CD, C#, Python, Data Analysis, Agile Product Management, Java, Data Analysis, Agile Product Management, Java, Data Analysis, Agile Product Management, Java, Data Analysis, Agile Product Management, Java, Collaboration, Git, C#, Collaboration, Git, C#, Collaboration, Git, C#, Collaboration, Git, C#","SQL, Java, Google Cloud Platform, Machine Learning","AWS Certified DevOps Engineer  Professional, AWS Certified DevOps Engineer  Professional, AWS Certified DevOps Engineer  Professional, AWS Certified DevOps Engineer  Professional, Microsoft Certified: Power Platform Solution Architect Expert, Microsoft Certified: Power Platform Solution Architect Expert, Microsoft Certified: Power Platform Solution Architect Expert, Microsoft Certified: Power Platform Solution Architect Expert, Certified Information Systems Auditor (CISA), Certified Information Systems Auditor (CISA), Certified Information Systems Auditor (CISA), Certified Information Systems Auditor (CISA) CI/CD, C#, Python, CI/CD, C#, Python, CI/CD, C#, Python, CI/CD, C#, Python, Data Analysis, Agile Product Management, Java, Data Analysis, Agile Product Management, Java, Data Analysis, Agile Product Management, Java, Data Analysis, Agile Product Management, Java, Collaboration, Git, C#, Collaboration, Git, C#, Collaboration, Git, C#, Collaboration, Git, C# SQL, Java, Google Cloud Platform, Machine Learning"
